pokedex_number,name,generation,genus,type1,type2,base_happiness,height_m,weight_kg,hp,attack,defense,special-attack,special-defense,speed,abilities,evolves_from,pokedex_entry
126,Magmar,I,Spitfire Pokémon,Fire,,70,1.3,44.5,65,95,57,100,85,93,"Flame Body, Vital Spirit",Magby,Magmar dispatches its prey with fire. But it regrets this habit once it realizes that it has burned its intended prey to a charred crisp.
127,Pinsir,I,Stag Beetle Pokémon,Bug,,70,1.5,55.0,65,125,100,55,70,85,"Hyper Cutter, Mold Breaker, Moxie",,"These Pokémon judge one another based on pincers. Thicker, more impressive pincers make for more popularity with the opposite gender."
128,Tauros,I,Wild Bull Pokémon,Normal,,70,1.4,88.4,75,100,95,40,70,110,"Intimidate, Anger Point, Sheer Force",,"When Tauros begins whipping itself with its tails, it’s a warning that the Pokémon is about to charge with astounding speed."
129,Magikarp,I,Fish Pokémon,Water,,70,0.9,10.0,20,10,55,15,20,80,"Swift Swim, Rattled",,It is virtually worthless in terms of both power and speed. It is the most weak and pathetic Pokémon in the world.
130,Gyarados,I,Atrocious Pokémon,Water,Flying,70,6.5,235.0,95,125,79,60,100,81,"Intimidate, Moxie",Magikarp,It has an extremely aggressive nature. The Hyper Beam it shoots from its mouth totally incinerates all targets.
131,Lapras,I,Transport Pokémon,Water,Ice,70,2.5,220.0,130,85,80,85,95,60,"Water Absorb, Shell Armor, Hydration",,"A smart and kindhearted Pokémon, it glides across the surface of the sea while its beautiful song echoes around it."
132,Ditto,I,Transform Pokémon,Normal,,70,0.3,4.0,48,48,48,48,48,48,"Limber, Imposter",,"It can reconstitute its entire cellular structure to change into what it sees, but it returns to normal when it relaxes."
133,Eevee,I,Evolution Pokémon,Normal,,70,0.3,6.5,55,55,50,45,65,55,"Run Away, Adaptability, Anticipation",,It has the ability to alter the composition of its body to suit its surrounding environment.
134,Vaporeon,I,Bubble Jet Pokémon,Water,,70,1.0,29.0,130,65,60,110,95,65,"Water Absorb, Hydration",Eevee,"When Vaporeon’s fins begin to vibrate, it is a sign that rain will come within a few hours."
135,Jolteon,I,Lightning Pokémon,Electric,,70,0.8,24.5,65,65,60,110,95,130,"Volt Absorb, Quick Feet",Eevee,"If it is angered or startled, the fur all over its body bristles like sharp needles that pierce foes."
136,Flareon,I,Flame Pokémon,Fire,,70,0.9,25.0,65,130,60,95,110,65,"Flash Fire, Guts",Eevee,"Once it has stored up enough heat, this Pokémon’s body temperature can reach up to 1,700 degrees Fahrenheit."
137,Porygon,I,Virtual Pokémon,Normal,,70,0.8,36.5,65,60,70,85,75,40,"Trace, Download, Analytic",,State-of-the-art technology was used to create Porygon. It was the first artificial Pokémon to be created via computer programming.
138,Omanyte,I,Spiral Pokémon,Rock,Water,70,0.4,7.5,35,40,100,90,55,35,"Swift Swim, Shell Armor, Weak Armor",,"Because some Omanyte manage to escape after being restored or are released into the wild by people, this species is becoming a problem."
139,Omastar,I,Spiral Pokémon,Rock,Water,70,1.0,35.0,70,60,125,115,70,55,"Swift Swim, Shell Armor, Weak Armor",Omanyte,"Weighed down by a large and heavy shell, Omastar couldn’t move very fast. Some say it went extinct because it was unable to catch food."
140,Kabuto,I,Shellfish Pokémon,Rock,Water,70,0.5,11.5,30,80,90,55,45,55,"Swift Swim, Battle Armor, Weak Armor",,"This species is almost entirely extinct. Kabuto molt every three days, making their shells harder and harder."
141,Kabutops,I,Shellfish Pokémon,Rock,Water,70,1.3,40.5,60,115,105,65,70,80,"Swift Swim, Battle Armor, Weak Armor",Kabuto,Kabutops slices its prey apart and sucks out the fluids. The discarded body parts become food for other Pokémon.
142,Aerodactyl,I,Fossil Pokémon,Rock,Flying,70,1.8,59.0,80,105,65,60,75,130,"Rock Head, Pressure, Unnerve",,This is a ferocious Pokémon from ancient times. Apparently even modern technology is incapable of producing a perfectly restored specimen.
143,Snorlax,I,Sleeping Pokémon,Normal,,70,2.1,460.0,160,110,65,65,110,30,"Immunity, Thick Fat, Gluttony",Munchlax,"It is not satisfied unless it eats over 880 pounds of food every day. When it is done eating, it goes promptly to sleep."
144,Articuno,I,Freeze Pokémon,Ice,Flying,35,1.7,55.4,90,85,100,95,125,85,"Pressure, Snow Cloak",,"It’s said that this Pokémon’s beautiful blue wings are made of ice. Articuno flies over snowy mountains, its long tail fluttering along behind it."
145,Zapdos,I,Electric Pokémon,Electric,Flying,35,1.6,52.6,90,90,85,125,90,100,"Pressure, Static",,This Pokémon has complete control over electricity. There are tales of Zapdos nesting in the dark depths of pitch-black thunderclouds.
146,Moltres,I,Flame Pokémon,Fire,Flying,35,2.0,60.0,90,100,90,125,85,90,"Pressure, Flame Body",,"It’s one of the legendary bird Pokémon. When Moltres flaps its flaming wings, they glimmer with a dazzling red glow."
147,Dratini,I,Dragon Pokémon,Dragon,,35,1.8,3.3,41,64,45,50,50,50,"Shed Skin, Marvel Scale",,"Dratini dwells near bodies of rapidly flowing water, such as the plunge pools of waterfalls. As it grows, Dratini will shed its skin many times."
148,Dragonair,I,Dragon Pokémon,Dragon,,35,4.0,16.5,61,84,65,70,70,70,"Shed Skin, Marvel Scale",Dratini,"This Pokémon lives in pristine oceans and lakes. It can control the weather, and it uses this power to fly into the sky, riding on the wind."
149,Dragonite,I,Dragon Pokémon,Dragon,Flying,35,2.2,210.0,91,134,95,100,100,80,"Inner Focus, Multiscale",Dragonair,"It’s a kindhearted Pokémon. If it spots a drowning person or Pokémon, Dragonite simply must help them."
150,Mewtwo,I,Genetic Pokémon,Psychic,,0,2.0,122.0,106,110,90,154,90,130,"Pressure, Unnerve",,It was created by a scientist after years of horrific gene-splicing and DNA-engineering experiments.
151,Mew,I,New Species Pokémon,Psychic,,100,0.4,4.0,100,100,100,100,100,100,Synchronize,,"Because it can use all kinds of moves, many scientists believe Mew to be the ancestor of Pokémon."
152,Chikorita,II,Leaf Pokémon,Grass,,70,0.9,6.4,45,49,65,49,65,45,"Overgrow, Leaf Guard",,A sweet aroma gently wafts from the leaf on its head. It is docile and loves to soak up sun rays.
153,Bayleef,II,Leaf Pokémon,Grass,,70,1.2,15.8,60,62,80,63,80,60,"Overgrow, Leaf Guard",Chikorita,A spicy aroma emanates from around its neck. The aroma acts as a stimulant to restore health.
154,Meganium,II,Herb Pokémon,Grass,,70,1.8,100.5,80,82,100,83,100,80,"Overgrow, Leaf Guard",Bayleef,The aroma that rises from its petals contains a substance that calms aggressive feelings.
155,Cyndaquil,II,Fire Mouse Pokémon,Fire,,70,0.5,7.9,39,52,43,60,50,65,"Blaze, Flash Fire",,"It is timid and always curls itself up in a ball. If attacked, it flares up its back for protection."
156,Quilava,II,Volcano Pokémon,Fire,,70,0.9,19.0,58,64,58,80,65,80,"Blaze, Flash Fire",Cyndaquil,"Before battle, it turns its back on its opponent to demonstrate how ferociously its fire blazes."
157,Typhlosion,II,Volcano Pokémon,Fire,,70,1.7,79.5,78,84,78,109,85,100,"Blaze, Flash Fire",Quilava,"If its rage peaks, it becomes so hot that anything that touches it will instantly go up in flames."
158,Totodile,II,Big Jaw Pokémon,Water,,70,0.6,9.5,50,65,64,44,48,43,"Torrent, Sheer Force",,It is small but rough and tough. It won’t hesitate to take a bite out of anything that moves.
159,Croconaw,II,Big Jaw Pokémon,Water,,70,1.1,25.0,65,80,80,59,63,58,"Torrent, Sheer Force",Totodile,"If it loses a fang, a new one grows back in its place. There are always 48 fangs lining its mouth."
160,Feraligatr,II,Big Jaw Pokémon,Water,,70,2.3,88.8,85,105,100,79,83,78,"Torrent, Sheer Force",Croconaw,"It usually moves slowly, but it goes at blinding speed when it attacks and bites prey."
161,Sentret,II,Scout Pokémon,Normal,,70,0.8,6.0,35,46,34,35,45,20,"Run Away, Keen Eye, Frisk",,"When acting as a lookout, it warns others of danger by screeching and hitting the ground with its tail."
162,Furret,II,Long Body Pokémon,Normal,,70,1.8,32.5,85,76,64,45,55,90,"Run Away, Keen Eye, Frisk",Sentret,The mother puts its offspring to sleep by curling up around them. It corners foes with speed.
163,Hoothoot,II,Owl Pokémon,Normal,Flying,70,0.7,21.2,60,30,30,36,56,50,"Insomnia, Keen Eye, Tinted Lens",,"It always stands on one foot. It changes feet so fast, the movement can rarely be seen."
164,Noctowl,II,Owl Pokémon,Normal,Flying,70,1.6,40.8,100,50,50,86,96,70,"Insomnia, Keen Eye, Tinted Lens",Hoothoot,Its eyes are specially developed to enable it to see clearly even in murky darkness and minimal light.
165,Ledyba,II,Five Star Pokémon,Bug,Flying,70,1.0,10.8,40,20,30,40,80,55,"Swarm, Early Bird, Rattled",,They are timid and grow uneasy when not in a swarm with others of their kind. The pattern on their backs differs slightly from one to another.
166,Ledian,II,Five Star Pokémon,Bug,Flying,70,1.4,35.6,55,35,50,55,110,85,"Swarm, Early Bird, Iron Fist",Ledyba,"While it’s believed that starlight provides it with energy, this Pokémon also loves to eat berries. In the daytime, it curls up in the grass to sleep."
167,Spinarak,II,String Spit Pokémon,Bug,Poison,70,0.5,8.5,40,60,40,40,40,30,"Swarm, Insomnia, Sniper",,"It waits intently until its preferred prey, Cutiefly, gets caught in its web. In fact, it’s quite a patient Pokémon."
168,Ariados,II,Long Leg Pokémon,Bug,Poison,70,1.1,33.5,70,90,70,60,70,40,"Swarm, Insomnia, Sniper",Spinarak,There are some areas where people use the string Ariados spins for their own weaving. The resulting cloth is popular for its strength.
169,Crobat,II,Bat Pokémon,Poison,Flying,70,1.8,75.0,85,90,80,70,80,130,"Inner Focus, Infiltrator",Golbat,"Both of its legs have turned into wings. Without a sound, Crobat flies swiftly toward its prey and sinks its fangs into the nape of its target’s neck."
170,Chinchou,II,Angler Pokémon,Water,Electric,70,0.5,12.0,75,38,38,56,56,67,"Volt Absorb, Illuminate, Water Absorb",,"Its antennae, which evolved from a fin, have both positive and negative charges flowing through them."
171,Lanturn,II,Light Pokémon,Water,Electric,70,1.2,22.5,125,58,58,76,76,67,"Volt Absorb, Illuminate, Water Absorb",Chinchou,The light it emits is so bright that it can illuminate the sea’s surface from a depth of over three miles.
172,Pichu,II,Tiny Mouse Pokémon,Electric,,70,0.3,2.0,20,40,15,35,35,60,"Static, Lightning Rod",,"Despite its small size, it can zap even adult humans. However, if it does so, it also surprises itself."
173,Cleffa,II,Star Shape Pokémon,Fairy,,140,0.3,3.0,50,25,28,45,55,15,"Cute Charm, Magic Guard, Friend Guard",,"According to local rumors, Cleffa are often seen in places where shooting stars have fallen."
174,Igglybuff,II,Balloon Pokémon,Normal,Fairy,70,0.3,1.0,90,30,15,40,20,15,"Cute Charm, Competitive, Friend Guard",,Igglybuff loves to sing. Its marshmallow-like body gives off a faint sweet smell.
175,Togepi,II,Spike Ball Pokémon,Fairy,,70,0.3,1.5,35,20,65,40,65,20,"Hustle, Serene Grace, Super Luck",,The shell seems to be filled with joy. It is said that it will share good luck when treated kindly.
176,Togetic,II,Happiness Pokémon,Fairy,Flying,70,0.6,3.2,55,40,85,80,105,40,"Hustle, Serene Grace, Super Luck",Togepi,"They say that it will appear before kindhearted, caring people and shower them with happiness."
177,Natu,II,Tiny Bird Pokémon,Psychic,Flying,70,0.2,2.0,40,50,45,70,45,70,"Synchronize, Early Bird, Magic Bounce",,It is extremely good at climbing tree trunks and likes to eat the new sprouts on the trees.
178,Xatu,II,Mystic Pokémon,Psychic,Flying,70,1.5,15.0,65,75,70,95,70,95,"Synchronize, Early Bird, Magic Bounce",Natu,They say that it stays still and quiet because it is seeing both the past and future at the same time.
179,Mareep,II,Wool Pokémon,Electric,,70,0.6,7.8,55,40,40,65,45,35,"Static, Plus",,Its fluffy coat swells to double when static electricity builds up. Touching it can be shocking.
180,Flaaffy,II,Wool Pokémon,Electric,,70,0.8,13.3,70,55,55,80,60,45,"Static, Plus",Mareep,Its fluffy fleece easily stores electricity. Its rubbery hide keeps it from being electrocuted.
181,Ampharos,II,Light Pokémon,Electric,,70,1.4,61.5,90,75,85,115,90,55,"Static, Plus",Flaaffy,The tail’s tip shines brightly and can be seen from far away. It acts as a beacon for lost people.
182,Bellossom,II,Flower Pokémon,Grass,,70,0.4,5.8,75,80,95,90,100,50,"Chlorophyll, Healer",Gloom,"Plentiful in the tropics. When it dances, its petals rub together and make a pleasant ringing sound."
183,Marill,II,Aqua Mouse Pokémon,Water,Fairy,70,0.4,8.5,70,20,50,20,50,40,"Thick Fat, Huge Power, Sap Sipper",Azurill,This Pokémon uses its round tail as a float. The ball of Marill’s tail is filled with nutrients that have been turned into an oil.
184,Azumarill,II,Aqua Rabbit Pokémon,Water,Fairy,70,0.8,28.5,100,50,80,60,80,50,"Thick Fat, Huge Power, Sap Sipper",Marill,"It spends most of its time in the water. On sunny days, Azumarill floats on the surface of the water and sunbathes."
185,Sudowoodo,II,Imitation Pokémon,Rock,,70,1.2,38.0,70,100,115,30,65,30,"Sturdy, Rock Head, Rattled",Bonsly,"If a tree branch shakes when there is no wind, it’s a Sudowoodo, not a tree. It hides from the rain."
186,Politoed,II,Frog Pokémon,Water,,70,1.1,33.9,90,75,75,90,100,70,"Water Absorb, Damp, Drizzle",Poliwhirl,"At nightfall, these Pokémon appear on the shores of lakes. They announce their territorial claims by letting out cries that sound like shouting."
187,Hoppip,II,Cottonweed Pokémon,Grass,Flying,70,0.4,0.5,35,35,40,35,55,50,"Chlorophyll, Leaf Guard, Infiltrator",,"Its body is so light, it must grip the ground firmly with its feet to keep from being blown away."
188,Skiploom,II,Cottonweed Pokémon,Grass,Flying,70,0.6,1.0,55,45,50,45,65,80,"Chlorophyll, Leaf Guard, Infiltrator",Hoppip,The bloom on top of its head opens and closes as the temperature fluctuates up and down.
189,Jumpluff,II,Cottonweed Pokémon,Grass,Flying,70,0.8,3.0,75,55,70,55,95,110,"Chlorophyll, Leaf Guard, Infiltrator",Skiploom,"Blown by seasonal winds, it circles the globe, scattering cotton spores as it goes."
190,Aipom,II,Long Tail Pokémon,Normal,,70,0.8,11.5,55,70,55,40,55,85,"Run Away, Pickup, Skill Link",,"It lives atop tall trees. When leaping from branch to branch, it deftly uses its tail for balance."
191,Sunkern,II,Seed Pokémon,Grass,,70,0.3,1.8,30,30,30,30,30,30,"Chlorophyll, Solar Power, Early Bird",,"It may plummet from the sky. If attacked by a Spearow, it will violently shake its leaves."
192,Sunflora,II,Sun Pokémon,Grass,,70,0.8,8.5,75,75,55,105,85,30,"Chlorophyll, Solar Power, Early Bird",Sunkern,"As the hot season approaches, the petals on this Pokémon’s face become more vivid and lively."
193,Yanma,II,Clear Wing Pokémon,Bug,Flying,70,1.2,38.0,65,65,45,75,45,95,"Speed Boost, Compound Eyes, Frisk",,Its eyes can see 360 degrees without moving its head. It won’t miss prey--even those behind it.
194,Wooper,II,Water Fish Pokémon,Water,Ground,70,0.4,8.5,55,45,45,25,25,15,"Damp, Water Absorb, Unaware",,This Pokémon lives in cold water. It will leave the water to search for food when it gets cold outside.
195,Quagsire,II,Water Fish Pokémon,Water,Ground,70,1.4,75.0,95,85,85,65,65,35,"Damp, Water Absorb, Unaware",Wooper,It has an easygoing nature. It doesn’t care if it bumps its head on boats and boulders while swimming.
196,Espeon,II,Sun Pokémon,Psychic,,70,0.9,26.5,65,65,60,130,95,110,"Synchronize, Magic Bounce",Eevee,"By reading air currents, it can predict things such as the weather or its foe’s next move."
197,Umbreon,II,Moonlight Pokémon,Dark,,35,1.0,27.0,95,65,110,60,130,65,"Synchronize, Inner Focus",Eevee,"When this Pokémon becomes angry, its pores secrete a poisonous sweat, which it sprays at its opponent’s eyes."
198,Murkrow,II,Darkness Pokémon,Dark,Flying,35,0.5,2.1,60,85,42,85,42,91,"Insomnia, Super Luck, Prankster",,"They awaken at dusk and take wing in the twilight, leading to the expression, “Get home before the Murkrow fly.”"
199,Slowking,II,Royal Pokémon,Water,Psychic,70,2.0,79.5,95,75,80,100,110,30,"Oblivious, Own Tempo, Regenerator",Slowpoke,"Miraculously, this former Slowpoke’s latent intelligence was drawn out when Shellder poison raced through its brain."
200,Misdreavus,II,Screech Pokémon,Ghost,,35,0.7,1.0,60,60,60,85,85,85,Levitate,,It will use any means necessary to frighten people and absorb their life energy. It practices constantly to hone its skill in causing fear.
201,Unown,II,Symbol Pokémon,Psychic,,70,0.5,5.0,48,72,48,72,48,48,Levitate,,"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning."
202,Wobbuffet,II,Patient Pokémon,Psychic,,70,1.3,28.5,190,33,58,33,58,33,"Shadow Tag, Telepathy",Wynaut,"It hates light and shock. If attacked, it inflates its body to pump up its counterstrike."
203,Girafarig,II,Long Neck Pokémon,Normal,Psychic,70,1.5,41.5,70,80,65,90,65,85,"Inner Focus, Early Bird, Sap Sipper",,"While it sleeps, the head on its tail keeps watch. The tail doesn’t need to sleep."
204,Pineco,II,Bagworm Pokémon,Bug,,70,0.6,7.2,50,65,90,35,35,15,"Sturdy, Overcoat",,It likes to make its shell thicker by adding layers of tree bark. The additional weight doesn’t bother it.
